count_by_store_id,avg_subtotal_by_store_id,avg_time_by_store_id
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,2590.0
0,0.0,0.0
0,0.0,2970.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,1993.0000000000002
0,0.0,0.0
0,0.0,0.0
0,0.0,2801.0
0,0.0,0.0
0,0.0,0.0
0,0.0,3068.0
0,0.0,0.0
0,0.0,2777.0
1,1203.0,2674.0
0,0.0,2713.5
0,0.0,2525.6666666666665
1,4126.0,2425.5
0,0.0,2428.4
0,0.0,2533.6
1,1278.0,2525.6
2,2030.5,2879.6666666666665
1,779.0,2724.285714285714
1,968.0,2819.285714285714
0,0.0,2755.4
0,0.0,2886.0
0,0.0,0.0
0,0.0,2096.0
0,0.0,2025.5
0,0.0,1971.0
0,0.0,1677.6666666666667
1,3374.0,1840.3333333333333
0,0.0,2345.75
0,0.0,2308.8
0,0.0,2389.8333333333335
1,499.0,2782.3333333333335
2,1000.0,2796.0
1,1224.0,2888.625
1,1308.0,2791.5555555555557
2,3793.5,2778.9
0,0.0,2721.3636363636365
0,0.0,2670.5
0,0.0,2771.125
0,0.0,2645.1428571428573
0,0.0,2984.3333333333335
0,0.0,2915.3333333333335
1,1218.0,2449.25
2,1188.5,2726.0
0,0.0,2606.0
0,0.0,2884.3333333333335
1,3228.0,2736.6666666666665
0,0.0,2775.3333333333335
0,0.0,3619.25
0,0.0,3548.2
0,0.0,3043.2
0,0.0,3030.6666666666665
0,0.0,3310.0
0,0.0,2642.75
1,809.0,2778.0
0,0.0,3156.0
0,0.0,3159.0
0,0.0,3205.6
0,0.0,3310.3333333333335
0,0.0,0.0
0,0.0,3744.0000000000005
1,699.0,3637.5
0,0.0,3536.3333333333335
1,1309.0,3513.0
0,0.0,3720.6
0,0.0,3655.3333333333335
0,0.0,3329.25
0,0.0,2920.6666666666665
1,1720.0,2860.0
1,759.0,2838.4
1,785.0,2857.6666666666665
2,717.0,2979.714285714286
2,1096.5,2934.625
0,0.0,2887.222222222222
0,0.0,2850.1111111111113
0,0.0,2642.0
0,0.0,2802.5
1,2084.0,2797.0
2,2315.0,2793.0
0,0.0,2498.5
1,1393.0,2376.6
0,0.0,2297.1666666666665
0,0.0,2363.8571428571427
0,0.0,2324.0
1,690.0,2728.4
0,0.0,3246.75
0,0.0,3329.25
1,2249.0,3225.8
0,0.0,3400.5
0,0.0,3691.1666666666665
0,0.0,4365.8
1,1495.0,4288.0
0,0.0,4223.5
1,699.0,4004.285714285714
0,0.0,3889.4
1,879.0,4028.8333333333335
2,1983.0,3899.0
3,1854.3333333333333,3732.375
4,1649.5,3550.3333333333335
0,0.0,0.0
1,1315.0,1602.0
2,1460.0,2652.5
0,0.0,2692.6666666666665
0,0.0,2760.0
0,0.0,2768.5
0,0.0,2999.5
0,0.0,2691.5
1,2179.0,2550.6666666666665
1,965.0,2338.0
0,0.0,2376.8
1,789.0,2006.8
2,1043.5,2300.1666666666665
2,3910.5,2533.5714285714284
0,0.0,2669.625
0,0.0,3468.2
0,0.0,3277.6666666666665
1,1350.0,3041.1428571428573
1,2820.0,3083.285714285714
0,0.0,3025.25
0,0.0,3374.6
1,1657.0,3351.1666666666665
0,0.0,4621.0
0,0.0,3778.25
0,0.0,3871.75
1,1048.0,3635.0
2,1258.5,3404.0
0,0.0,3567.75
1,1384.0,3485.0
0,0.0,3225.2
0,0.0,3996.3333333333335
0,0.0,0.0
0,0.0,4491.0
0,0.0,3519.0
0,0.0,3327.0
0,0.0,3555.5
1,690.0,3190.6
0,0.0,3305.0
1,4173.0,3480.2
0,0.0,3483.8
0,0.0,3272.2
1,2225.0,3167.6666666666665
0,0.0,3492.5714285714284
0,0.0,0.0
0,0.0,0.0
0,0.0,1890.0000000000002
0,0.0,4880.0
0,0.0,0.0
0,0.0,5923.0
1,1299.0,4423.5
0,0.0,0.0
0,0.0,0.0
0,0.0,3857.0000000000005
0,0.0,0.0
0,0.0,0.0
0,0.0,2235.0
0,0.0,0.0
0,0.0,0.0
0,0.0,2162.0
0,0.0,3233.0
0,0.0,0.0
0,0.0,0.0
0,0.0,2082.0
0,0.0,0.0
0,0.0,0.0
0,0.0,3940.0000000000005
0,0.0,0.0
0,0.0,3019.0
0,0.0,4207.5
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,2911.0
1,900.0,2695.5
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,2156.0
0,0.0,2377.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,3263.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,1295.0,2180.0
0,0.0,2731.5
0,0.0,2485.3333333333335
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,2745.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,2697.0
0,0.0,2846.0
0,0.0,2818.5
0,0.0,3065.3333333333335
0,0.0,2901.0
0,0.0,2386.0
0,0.0,0.0
1,1395.0,3397.0
2,1260.0,2776.0
0,0.0,2699.6666666666665
0,0.0,3673.0000000000005
0,0.0,2650.0
0,0.0,2480.5
0,0.0,1584.0
0,0.0,2055.0
0,0.0,0.0
0,0.0,1769.0
1,3880.0,2084.0
0,0.0,2341.0
1,2790.0,2479.0
0,0.0,2831.5
0,0.0,3417.3333333333335
0,0.0,3285.0
0,0.0,3709.0
0,0.0,3146.5
0,0.0,2081.0
0,0.0,2019.6666666666667
0,0.0,2614.3333333333335
0,0.0,6406.0
1,1395.0,5031.0
0,0.0,0.0
0,0.0,2854.0
0,0.0,2175.0
